,Median_hh_income,Total_population,Total_white_population,Percent_white_population,Percent_black_population,Average_hh_size,Percent_hh_built_1950s,Percent_hh_built_1960s,NAME,state,county,tract,suburb_house_decades,Class,Typology_Flag,Housing_Age_Flag,Combined_Flag
405,62966.0,4612.0,3140.0,68.1,30.3,2.69,10.4,37.4,"Census Tract 205.05, Hamilton County, Ohio",39,061,020505,47.8,0,0,1,0
406,107344.0,2011.0,2006.0,99.8,0.0,2.6,16.3,27.0,"Census Tract 212.01, Hamilton County, Ohio",39,061,021201,43.3,1,1,1,1
407,59821.0,3231.0,822.0,25.4,70.9,3.1,15.8,47.3,"Census Tract 215.06, Hamilton County, Ohio",39,061,021506,63.099999999999994,0,0,1,0
408,46105.0,5790.0,3757.0,64.9,37.5,2.31,14.2,6.8,"Census Tract 56, Hamilton County, Ohio",39,061,005600,21.0,0,0,0,0
409,119470.0,3426.0,3290.0,96.0,0.8,2.4,10.1,5.8,"Census Tract 48, Hamilton County, Ohio",39,061,004800,15.899999999999999,1,1,0,0
410,58654.0,909.0,703.0,77.3,20.7,1.51,7.9,12.3,"Census Tract 54, Hamilton County, Ohio",39,061,005400,20.200000000000003,0,0,0,0
411,52688.0,2950.0,2090.0,70.8,25.0,2.1,15.9,6.6,"Census Tract 57.01, Hamilton County, Ohio",39,061,005701,22.5,0,0,0,0
412,60748.0,4134.0,2807.0,67.9,31.0,1.97,18.5,9.3,"Census Tract 57.02, Hamilton County, Ohio",39,061,005702,27.8,0,0,1,0
413,21682.0,2572.0,517.0,20.1,80.9,2.21,17.2,20.5,"Census Tract 66, Hamilton County, Ohio",39,061,006600,37.7,0,0,1,0
414,48542.0,2311.0,1715.0,74.2,11.4,1.96,17.6,14.5,"Census Tract 72, Hamilton County, Ohio",39,061,007200,32.1,0,0,1,0
415,12395.0,3096.0,222.0,7.2,96.5,2.44,9.0,27.1,"Census Tract 77, Hamilton County, Ohio",39,061,007700,36.1,0,0,1,0
416,31875.0,2187.0,823.0,37.6,60.9,2.17,10.2,15.3,"Census Tract 84, Hamilton County, Ohio",39,061,008400,25.5,0,0,1,0
417,56458.0,2541.0,1581.0,62.2,39.2,2.32,27.5,8.7,"Census Tract 102.02, Hamilton County, Ohio",39,061,010202,36.2,0,0,1,0
418,52450.0,1367.0,1365.0,99.9,0.2,2.44,14.7,7.9,"Census Tract 106, Hamilton County, Ohio",39,061,010600,22.6,1,1,0,0
419,43398.0,1708.0,1257.0,73.6,19.7,2.32,15.7,5.6,"Census Tract 107, Hamilton County, Ohio",39,061,010700,21.299999999999997,0,0,0,0
420,79047.0,6241.0,6049.0,96.9,0.2,2.76,17.4,17.5,"Census Tract 211.02, Hamilton County, Ohio",39,061,021102,34.9,1,1,1,1
421,76000.0,2510.0,2404.0,95.8,7.2,2.48,8.5,5.4,"Census Tract 205.01, Hamilton County, Ohio",39,061,020501,13.9,1,1,0,0
422,61793.0,6839.0,6374.0,93.2,7.9,2.35,25.8,24.4,"Census Tract 207.01, Hamilton County, Ohio",39,061,020701,50.2,1,1,1,1
423,40176.0,5548.0,4658.0,84.0,17.6,2.23,10.7,6.8,"Census Tract 209.02, Hamilton County, Ohio",39,061,020902,17.5,0,0,0,0
424,42959.0,6528.0,4487.0,68.7,29.1,2.65,23.4,27.0,"Census Tract 223.01, Hamilton County, Ohio",39,061,022301,50.4,0,0,1,0
425,73068.0,5209.0,4611.0,88.5,10.3,2.41,32.5,26.3,"Census Tract 230.02, Hamilton County, Ohio",39,061,023002,58.8,0,0,1,0
426,56167.0,5433.0,4418.0,81.3,15.9,2.46,33.7,33.4,"Census Tract 232.10, Hamilton County, Ohio",39,061,023210,67.1,0,0,1,0
427,59783.0,2747.0,2214.0,80.6,15.2,2.71,23.4,5.2,"Census Tract 235.21, Hamilton County, Ohio",39,061,023521,28.599999999999998,0,0,1,0
428,64239.0,7156.0,6547.0,91.5,3.4,2.68,19.7,12.8,"Census Tract 243.03, Hamilton County, Ohio",39,061,024303,32.5,0,0,1,0
429,167946.0,7876.0,6961.0,88.4,6.0,2.68,24.4,11.0,"Census Tract 244, Hamilton County, Ohio",39,061,024400,35.4,0,0,1,0
430,82868.0,6260.0,6158.0,98.4,2.6,2.51,18.1,18.7,"Census Tract 250.01, Hamilton County, Ohio",39,061,025001,36.8,1,1,1,1
431,9913.0,1598.0,217.0,13.6,84.6,1.46,5.5,15.3,"Census Tract 37, Hamilton County, Ohio",39,061,003700,20.8,0,0,0,0
432,38571.0,2538.0,1730.0,68.2,31.3,1.89,7.9,1.2,"Census Tract 78, Hamilton County, Ohio",39,061,007800,9.1,0,0,0,0
433,68873.0,8397.0,8206.0,97.7,1.0,2.65,6.3,5.4,"Census Tract 3, Hancock County, Ohio",39,063,000300,11.7,1,1,0,0
434,36534.0,5392.0,5165.0,95.8,1.4,2.18,5.5,13.5,"Census Tract 5, Hancock County, Ohio",39,063,000500,19.0,0,0,0,0
435,31186.0,6391.0,5920.0,92.6,6.8,2.24,5.8,7.0,"Census Tract 9, Hancock County, Ohio",39,063,000900,12.8,0,0,0,0
436,63822.0,5791.0,5735.0,99.0,1.0,2.61,6.6,6.4,"Census Tract 12, Hancock County, Ohio",39,063,001200,13.0,1,1,0,0
437,74232.0,5445.0,5275.0,96.9,0.7,2.35,6.6,4.5,"Census Tract 2, Hancock County, Ohio",39,063,000200,11.1,1,1,0,0
438,48403.0,3779.0,3363.0,89.0,14.7,2.27,6.1,5.2,"Census Tract 8, Hancock County, Ohio",39,063,000800,11.3,0,0,0,0
439,68289.0,6974.0,6648.0,95.3,3.8,2.45,10.1,7.1,"Census Tract 10, Hancock County, Ohio",39,063,001000,17.2,1,1,0,0
440,60060.0,3925.0,3837.0,97.8,1.1,2.74,15.2,13.7,"Census Tract 407.02, Clermont County, Ohio",39,025,040702,28.9,1,1,1,1
441,50313.0,4530.0,4468.0,98.6,1.4,2.63,11.0,11.0,"Census Tract 417.01, Clermont County, Ohio",39,025,041701,22.0,1,1,0,0
442,53242.0,6447.0,6364.0,98.7,1.0,2.78,4.8,5.0,"Census Tract 420, Clermont County, Ohio",39,025,042000,9.8,1,1,0,0
443,49323.0,2848.0,2800.0,98.3,1.2,2.6,11.0,6.2,"Census Tract 401.02, Clermont County, Ohio",39,025,040102,17.2,0,0,0,0
444,71250.0,6419.0,6372.0,99.3,0.0,2.65,10.4,1.4,"Census Tract 402.03, Clermont County, Ohio",39,025,040203,11.8,1,1,0,0
445,103147.0,6838.0,6735.0,98.5,1.6,2.93,11.2,6.6,"Census Tract 406, Clermont County, Ohio",39,025,040600,17.799999999999997,1,1,0,0
446,60616.0,5855.0,5714.0,97.6,1.7,2.81,13.6,0.9,"Census Tract 409, Clermont County, Ohio",39,025,040900,14.5,1,1,0,0
447,62063.0,2706.0,2617.0,96.7,5.2,2.48,16.8,10.7,"Census Tract 411.01, Clermont County, Ohio",39,025,041101,27.5,1,1,1,1
448,-666666666.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,"Census Tract 413.04, Clermont County, Ohio",39,025,041304,-1333333332.0,0,0,0,0
449,44333.0,6892.0,6779.0,98.4,3.8,2.59,12.8,7.5,"Census Tract 402.04, Clermont County, Ohio",39,025,040204,20.3,0,0,0,0
450,65333.0,7024.0,6855.0,97.6,1.4,2.63,18.3,9.7,"Census Tract 407.01, Clermont County, Ohio",39,025,040701,28.0,1,1,1,1
451,57202.0,4913.0,4678.0,95.2,0.9,2.27,6.8,9.2,"Census Tract 414.04, Clermont County, Ohio",39,025,041404,16.0,1,1,0,0
452,67618.0,5704.0,5401.0,94.7,5.3,2.78,13.0,8.1,"Census Tract 419, Clermont County, Ohio",39,025,041900,21.1,1,1,0,0
453,64565.0,2594.0,2435.0,93.9,0.3,3.1,21.8,10.3,"Census Tract 402.02, Clermont County, Ohio",39,025,040202,32.1,1,1,1,1
454,87222.0,3454.0,3418.0,99.0,0.6,2.46,9.0,15.8,"Census Tract 404.01, Clermont County, Ohio",39,025,040401,24.8,1,1,1,1
455,61006.0,3516.0,3503.0,99.6,0.0,2.68,4.6,6.5,"Census Tract 417.02, Clermont County, Ohio",39,025,041702,11.1,1,1,0,0
456,52822.0,5209.0,5133.0,98.5,0.8,2.76,3.2,5.6,"Census Tract 401.01, Clermont County, Ohio",39,025,040101,8.8,1,1,0,0
457,40362.0,4940.0,4707.0,95.3,4.5,2.72,4.4,4.8,"Census Tract 411.02, Clermont County, Ohio",39,025,041102,9.2,0,0,0,0
458,49229.0,3859.0,3822.0,99.0,1.5,2.71,15.5,10.1,"Census Tract 418, Clermont County, Ohio",39,025,041800,25.6,0,0,1,0
459,77854.0,5143.0,5031.0,97.8,0.9,2.92,10.0,7.3,"Census Tract 413.03, Clermont County, Ohio",39,025,041303,17.3,1,1,0,0
460,45646.0,4531.0,4511.0,99.6,0.4,2.63,31.4,18.3,"Census Tract 414.03, Clermont County, Ohio",39,025,041403,49.7,0,0,1,0
461,86122.0,6667.0,6137.0,92.1,6.6,2.53,3.7,8.1,"Census Tract 415.01, Clermont County, Ohio",39,025,041501,11.8,0,0,0,0
462,70233.0,8042.0,7838.0,97.5,1.1,2.79,5.0,5.0,"Census Tract 415.02, Clermont County, Ohio",39,025,041502,10.0,1,1,0,0
463,36959.0,5130.0,4912.0,95.8,1.8,2.02,21.0,5.9,"Census Tract 405, Clermont County, Ohio",39,025,040500,26.9,0,0,1,0
464,57604.0,6029.0,5934.0,98.4,1.4,2.47,13.8,12.0,"Census Tract 408, Clermont County, Ohio",39,025,040800,25.8,1,1,1,1
465,76741.0,7653.0,7408.0,96.8,2.4,2.64,6.4,2.0,"Census Tract 410, Clermont County, Ohio",39,025,041000,8.4,1,1,0,0
466,58485.0,8541.0,8369.0,98.0,2.6,2.51,12.6,5.2,"Census Tract 411.03, Clermont County, Ohio",39,025,041103,17.8,1,1,0,0
467,63043.0,8395.0,8077.0,96.2,1.7,2.48,14.7,7.3,"Census Tract 412, Clermont County, Ohio",39,025,041200,22.0,1,1,0,0
468,57115.0,4442.0,3954.0,89.0,5.5,2.31,11.2,10.3,"Census Tract 71.01, Lucas County, Ohio",39,095,007101,21.5,0,0,0,0
469,72570.0,3543.0,3418.0,96.5,0.0,2.29,12.5,15.4,"Census Tract 71.02, Lucas County, Ohio",39,095,007102,27.9,1,1,1,1
470,97024.0,5814.0,5570.0,95.8,5.1,2.6,4.4,16.8,"Census Tract 82.02, Lucas County, Ohio",39,095,008202,21.200000000000003,1,1,0,0
471,50217.0,4667.0,4214.0,90.3,7.6,2.18,24.0,21.2,"Census Tract 84, Lucas County, Ohio",39,095,008400,45.2,0,0,1,0
472,82969.0,5673.0,5643.0,99.5,0.2,2.73,9.1,7.9,"Census Tract 89.01, Lucas County, Ohio",39,095,008901,17.0,1,1,0,0
473,57093.0,3089.0,3038.0,98.3,0.9,2.42,16.2,7.9,"Census Tract 97, Lucas County, Ohio",39,095,009700,24.1,1,1,1,1
474,65409.0,4447.0,4167.0,93.7,2.6,2.42,11.7,6.4,"Census Tract 99, Lucas County, Ohio",39,095,009900,18.1,1,1,0,0
475,51416.0,3601.0,3277.0,91.0,3.8,2.37,28.9,20.5,"Census Tract 100.02, Lucas County, Ohio",39,095,010002,49.4,0,0,1,0
476,31930.0,2512.0,1634.0,65.0,33.1,1.97,21.8,15.5,"Census Tract 65, Lucas County, Ohio",39,095,006500,37.3,0,0,1,0
477,60991.0,3175.0,2877.0,90.6,12.9,2.24,36.0,9.0,"Census Tract 61, Lucas County, Ohio",39,095,006100,45.0,0,0,1,0
478,55025.0,2790.0,2448.0,87.7,7.9,2.42,23.7,5.1,"Census Tract 62, Lucas County, Ohio",39,095,006200,28.799999999999997,0,0,1,0
479,55455.0,2337.0,2106.0,90.1,7.5,2.23,33.1,7.0,"Census Tract 64, Lucas County, Ohio",39,095,006400,40.1,0,0,1,0
480,46012.0,3625.0,2784.0,76.8,19.6,1.96,6.3,34.4,"Census Tract 72.02, Lucas County, Ohio",39,095,007202,40.699999999999996,0,0,1,0
481,74777.0,3345.0,3296.0,98.5,0.6,2.65,5.8,6.0,"Census Tract 96, Lucas County, Ohio",39,095,009600,11.8,1,1,0,0
482,19750.0,1556.0,876.0,56.3,36.8,2.68,6.5,1.9,"Census Tract 42, Lucas County, Ohio",39,095,004200,8.4,0,0,0,0
483,37202.0,4457.0,3426.0,76.9,18.6,1.88,2.4,7.6,"Census Tract 72.04, Lucas County, Ohio",39,095,007204,10.0,0,0,0,0
484,18385.0,4721.0,2281.0,48.3,55.0,1.91,11.2,6.4,"Census Tract 73.03, Lucas County, Ohio",39,095,007303,17.6,0,0,0,0
485,36431.0,3899.0,2167.0,55.6,41.0,2.07,17.8,11.0,"Census Tract 75, Lucas County, Ohio",39,095,007500,28.8,0,0,1,0
486,122981.0,4529.0,4029.0,89.0,4.0,2.74,28.3,10.3,"Census Tract 76, Lucas County, Ohio",39,095,007600,38.6,0,0,1,0
487,64145.0,3695.0,3391.0,91.8,8.2,2.45,15.1,19.6,"Census Tract 80, Lucas County, Ohio",39,095,008000,34.7,0,0,1,0
488,83534.0,7626.0,6760.0,88.6,3.3,2.59,4.0,20.8,"Census Tract 82.03, Lucas County, Ohio",39,095,008203,24.8,0,0,1,0
489,90125.0,1690.0,1581.0,93.6,4.7,2.48,46.3,32.3,"Census Tract 83.02, Lucas County, Ohio",39,095,008302,78.6,1,1,1,1
490,42474.0,7682.0,5962.0,77.6,20.5,2.44,13.9,15.2,"Census Tract 87, Lucas County, Ohio",39,095,008700,29.1,0,0,1,0
491,87953.0,7056.0,6344.0,89.9,7.2,2.54,2.2,2.0,"Census Tract 92.02, Lucas County, Ohio",39,095,009202,4.2,0,0,0,0
492,82571.0,1603.0,1594.0,99.4,0.3,2.64,4.3,9.9,"Census Tract 93, Lucas County, Ohio",39,095,009300,14.2,1,1,0,0
493,49960.0,3914.0,3578.0,91.4,3.8,2.22,12.7,15.0,"Census Tract 101, Lucas County, Ohio",39,095,010100,27.7,0,0,1,0
494,18712.0,2248.0,1313.0,58.4,48.2,1.97,32.2,5.2,"Census Tract 13.02, Lucas County, Ohio",39,095,001302,37.400000000000006,0,0,1,0
495,21923.0,1240.0,156.0,12.6,85.2,2.53,6.7,2.1,"Census Tract 8, Lucas County, Ohio",39,095,000800,8.8,0,0,0,0
496,35152.0,3890.0,1425.0,36.6,66.0,2.91,21.7,4.2,"Census Tract 10, Lucas County, Ohio",39,095,001000,25.9,0,0,1,0
497,35469.0,2922.0,1719.0,58.8,43.4,2.09,1.3,1.4,"Census Tract 21, Lucas County, Ohio",39,095,002100,2.7,0,0,0,0
498,33536.0,3512.0,1794.0,51.1,50.6,2.45,17.8,15.5,"Census Tract 24.01, Lucas County, Ohio",39,095,002401,33.3,0,0,1,0
499,14301.0,897.0,406.0,45.3,50.9,1.27,5.0,1.8,"Census Tract 27, Lucas County, Ohio",39,095,002700,6.8,0,0,0,0
500,18529.0,1241.0,24.0,1.9,96.7,2.23,12.1,12.4,"Census Tract 32, Lucas County, Ohio",39,095,003200,24.5,0,0,1,0
501,9815.0,894.0,174.0,19.5,82.9,2.39,11.7,7.4,"Census Tract 34, Lucas County, Ohio",39,095,003400,19.1,0,0,0,0
502,69861.0,4188.0,3730.0,89.1,9.7,2.42,29.0,41.2,"Census Tract 72.03, Lucas County, Ohio",39,095,007203,70.2,0,0,1,0
503,33533.0,5528.0,3488.0,63.1,34.2,1.96,9.8,14.7,"Census Tract 72.05, Lucas County, Ohio",39,095,007205,24.5,0,0,1,0
504,44708.0,5084.0,3973.0,78.1,24.6,2.19,4.8,5.9,"Census Tract 73.01, Lucas County, Ohio",39,095,007301,10.7,0,0,0,0
505,67895.0,3006.0,2783.0,92.6,0.0,2.42,12.2,5.9,"Census Tract 95, Lucas County, Ohio",39,095,009500,18.1,1,1,0,0
506,42949.0,2372.0,764.0,32.2,69.7,2.29,11.4,19.4,"Census Tract 40, Hamilton County, Ohio",39,061,004000,30.799999999999997,0,0,1,0
507,79652.0,4748.0,4597.0,96.8,1.3,2.69,23.5,31.9,"Census Tract 213.03, Hamilton County, Ohio",39,061,021303,55.4,1,1,1,1
508,51029.0,4366.0,3574.0,81.9,21.6,2.35,7.7,6.5,"Census Tract 258, Hamilton County, Ohio",39,061,025800,14.2,0,0,0,0
509,28728.0,1061.0,296.0,27.9,66.4,2.12,2.2,4.9,"Census Tract 23, Hamilton County, Ohio",39,061,002300,7.1000000000000005,0,0,0,0
510,40313.0,3505.0,2880.0,82.2,13.0,1.88,7.3,9.7,"Census Tract 71, Hamilton County, Ohio",39,061,007100,17.0,0,0,0,0
511,7044.0,2094.0,275.0,13.1,92.9,2.82,12.9,26.1,"Census Tract 85.02, Hamilton County, Ohio",39,061,008502,39.0,0,0,1,0
512,31726.0,2567.0,1647.0,64.2,24.3,2.5,9.5,7.2,"Census Tract 61, Hamilton County, Ohio",39,061,006100,16.7,0,0,0,0
513,62597.0,6828.0,5186.0,76.0,11.8,2.41,30.5,28.9,"Census Tract 207.61, Hamilton County, Ohio",39,061,020761,59.4,0,0,1,0
514,62176.0,3174.0,1565.0,49.3,50.8,2.49,2.5,9.7,"Census Tract 215.71, Hamilton County, Ohio",39,061,021571,12.2,0,0,0,0
515,133468.0,6170.0,5276.0,85.5,14.0,2.87,37.3,18.1,"Census Tract 226.01, Hamilton County, Ohio",39,061,022601,55.4,0,0,1,0
516,82222.0,2655.0,2283.0,86.0,10.9,2.32,26.6,11.1,"Census Tract 242, Hamilton County, Ohio",39,061,024200,37.7,0,0,1,0
517,24606.0,2356.0,1327.0,56.3,41.7,1.82,2.3,6.1,"Census Tract 5066, Summit County, Ohio",39,153,506600,8.399999999999999,0,0,0,0
518,53224.0,2555.0,1545.0,60.5,44.6,2.19,42.8,40.5,"Census Tract 5072.01, Summit County, Ohio",39,153,507201,83.3,0,0,1,0
519,50060.0,3609.0,3549.0,98.3,0.5,2.2,29.1,14.4,"Census Tract 5206, Summit County, Ohio",39,153,520600,43.5,0,0,1,0
520,74301.0,3991.0,3930.0,98.5,1.3,2.55,10.9,28.3,"Census Tract 5335.02, Summit County, Ohio",39,153,533502,39.2,1,1,1,1
521,60072.0,3658.0,3059.0,83.6,8.3,2.46,17.9,46.9,"Census Tract 5327.02, Summit County, Ohio",39,153,532702,64.8,0,0,1,0
522,80148.0,5160.0,5080.0,98.4,2.4,2.85,15.0,13.5,"Census Tract 5309.03, Summit County, Ohio",39,153,530903,28.5,1,1,1,1
523,69650.0,4459.0,4413.0,99.0,0.7,2.71,21.9,18.2,"Census Tract 5317.02, Summit County, Ohio",39,153,531702,40.099999999999994,1,1,1,1
524,102717.0,5644.0,5283.0,93.6,4.2,2.88,19.0,20.4,"Census Tract 5323.01, Summit County, Ohio",39,153,532301,39.4,1,1,1,1
525,81615.0,5840.0,4685.0,80.2,11.9,2.69,12.5,22.0,"Census Tract 5327.03, Summit County, Ohio",39,153,532703,34.5,0,0,1,0
526,82356.0,4987.0,4590.0,92.0,7.9,2.46,13.7,28.9,"Census Tract 5327.08, Summit County, Ohio",39,153,532708,42.599999999999994,0,0,1,0
527,28224.0,1736.0,585.0,33.7,57.4,2.48,2.1,3.9,"Census Tract 5011, Summit County, Ohio",39,153,501100,6.0,0,0,0,0
528,38884.0,2471.0,2090.0,84.6,14.6,2.2,6.4,9.8,"Census Tract 5026, Summit County, Ohio",39,153,502600,16.200000000000003,0,0,0,0
529,29568.0,1468.0,417.0,28.4,76.4,2.43,10.0,6.4,"Census Tract 5034, Summit County, Ohio",39,153,503400,16.4,0,0,0,0
530,24132.0,1017.0,50.0,4.9,94.1,2.63,3.8,4.7,"Census Tract 5018, Summit County, Ohio",39,153,501800,8.5,0,0,0,0
531,21691.0,3910.0,2562.0,65.5,38.7,2.26,11.3,8.2,"Census Tract 5038, Summit County, Ohio",39,153,503800,19.5,0,0,0,0
532,45284.0,3041.0,2003.0,65.9,35.4,2.45,2.9,8.7,"Census Tract 5064, Summit County, Ohio",39,153,506400,11.6,0,0,0,0
533,75574.0,9525.0,9163.0,96.2,0.9,2.54,10.9,7.9,"Census Tract 8121, Mahoning County, Ohio",39,099,812100,18.8,1,1,0,0
534,37359.0,3767.0,3626.0,96.3,4.0,2.36,56.4,15.0,"Census Tract 8123.01, Mahoning County, Ohio",39,099,812301,71.4,0,0,1,0
535,62656.0,7295.0,7038.0,96.5,1.2,2.44,11.1,7.8,"Census Tract 8135, Mahoning County, Ohio",39,099,813500,18.9,1,1,0,0
536,68511.0,6211.0,5909.0,95.1,0.8,2.3,19.4,13.5,"Census Tract 8122, Mahoning County, Ohio",39,099,812200,32.9,1,1,1,1
537,44848.0,6051.0,5322.0,88.0,9.0,2.23,30.4,34.1,"Census Tract 8123.02, Mahoning County, Ohio",39,099,812302,64.5,0,0,1,0
538,57849.0,4053.0,4042.0,99.7,0.4,2.38,13.4,10.5,"Census Tract 8129, Mahoning County, Ohio",39,099,812900,23.9,1,1,1,1
539,51959.0,2700.0,2588.0,95.9,4.0,2.42,31.1,7.9,"Census Tract 8117, Mahoning County, Ohio",39,099,811700,39.0,1,1,1,1
540,44934.0,1512.0,1404.0,92.9,8.5,2.24,35.8,9.3,"Census Tract 8118, Mahoning County, Ohio",39,099,811800,45.099999999999994,0,0,1,0
541,28599.0,3958.0,3214.0,81.2,14.3,1.65,20.3,25.2,"Census Tract 8126.01, Mahoning County, Ohio",39,099,812601,45.5,0,0,1,0
542,32597.0,4857.0,3446.0,70.9,27.4,2.78,31.6,57.2,"Census Tract 83.12, Franklin County, Ohio",39,049,008312,88.80000000000001,0,0,1,0
543,36058.0,2419.0,2381.0,98.4,0.0,2.22,36.6,23.5,"Census Tract 88.21, Franklin County, Ohio",39,049,008821,60.1,0,0,1,0
544,55378.0,6976.0,6377.0,91.4,7.2,3.01,14.5,29.1,"Census Tract 88.25, Franklin County, Ohio",39,049,008825,43.6,0,0,1,0
545,34978.0,3249.0,1384.0,42.6,61.9,2.61,39.4,14.5,"Census Tract 93.11, Franklin County, Ohio",39,049,009311,53.9,0,0,1,0
546,44375.0,3836.0,1511.0,39.4,60.1,2.84,45.9,31.7,"Census Tract 93.22, Franklin County, Ohio",39,049,009322,77.6,0,0,1,0
547,62764.0,7147.0,5392.0,75.4,26.3,2.45,2.3,36.8,"Census Tract 93.62, Franklin County, Ohio",39,049,009362,39.099999999999994,0,0,1,0
548,48774.0,6135.0,1816.0,29.6,68.9,3.07,5.4,12.1,"Census Tract 93.73, Franklin County, Ohio",39,049,009373,17.5,0,0,0,0
549,48684.0,4725.0,4542.0,96.1,4.6,2.58,33.3,35.6,"Census Tract 97.11, Franklin County, Ohio",39,049,009711,68.9,0,0,1,0
550,50875.0,2463.0,2155.0,87.5,15.8,2.25,61.6,17.3,"Census Tract 3.20, Franklin County, Ohio",39,049,000320,78.9,0,0,1,0
551,71728.0,2419.0,2244.0,92.8,1.1,2.0,8.3,7.7,"Census Tract 4.10, Franklin County, Ohio",39,049,000410,16.0,1,1,0,0
552,37366.0,2964.0,1475.0,49.8,50.9,2.59,27.3,17.0,"Census Tract 8.20, Franklin County, Ohio",39,049,000820,44.3,0,0,1,0
553,30855.0,2102.0,684.0,32.5,67.0,2.92,33.8,8.1,"Census Tract 9.20, Franklin County, Ohio",39,049,000920,41.9,0,0,1,0
554,18551.0,3957.0,3274.0,82.7,6.0,2.54,7.9,17.8,"Census Tract 18.10, Franklin County, Ohio",39,049,001810,25.700000000000003,0,0,1,0
555,69676.0,2184.0,1665.0,76.2,18.4,1.8,2.9,8.7,"Census Tract 22, Franklin County, Ohio",39,049,002200,11.6,0,0,0,0
556,36495.0,3028.0,433.0,14.3,82.3,2.52,22.9,26.2,"Census Tract 25.10, Franklin County, Ohio",39,049,002510,49.099999999999994,0,0,1,0
557,25966.0,2364.0,791.0,33.5,68.0,2.27,50.2,13.5,"Census Tract 27.30, Franklin County, Ohio",39,049,002730,63.7,0,0,1,0
558,34375.0,1362.0,439.0,32.2,69.3,2.11,7.1,6.1,"Census Tract 36, Franklin County, Ohio",39,049,003600,13.2,0,0,0,0
559,36393.0,3592.0,1456.0,40.5,59.1,2.31,6.9,4.4,"Census Tract 37, Franklin County, Ohio",39,049,003700,11.3,0,0,0,0
560,18333.0,1654.0,403.0,24.4,82.3,2.8,12.3,15.1,"Census Tract 54.10, Franklin County, Ohio",39,049,005410,27.4,0,0,1,0
561,115785.0,4475.0,4205.0,94.0,0.6,2.58,38.2,44.0,"Census Tract 63.10, Franklin County, Ohio",39,049,006310,82.2,1,1,1,1
562,106250.0,3192.0,3014.0,94.4,0.3,2.56,12.5,14.9,"Census Tract 63.40, Franklin County, Ohio",39,049,006340,27.4,1,1,1,1
563,76650.0,9439.0,7530.0,79.8,11.1,2.61,0.9,6.3,"Census Tract 63.83, Franklin County, Ohio",39,049,006383,7.2,0,0,0,0
564,132981.0,5413.0,4957.0,91.6,1.8,2.75,1.6,27.2,"Census Tract 63.91, Franklin County, Ohio",39,049,006391,28.8,0,0,1,0
565,102586.0,4795.0,4367.0,91.1,1.1,2.49,44.5,16.4,"Census Tract 64.30, Franklin County, Ohio",39,049,006430,60.9,0,0,1,0
566,134635.0,3926.0,3759.0,95.7,1.0,2.59,20.8,4.1,"Census Tract 66, Franklin County, Ohio",39,049,006600,24.9,1,1,1,1
567,39907.0,3932.0,2789.0,70.9,24.4,2.27,19.1,41.2,"Census Tract 69.21, Franklin County, Ohio",39,049,006921,60.300000000000004,0,0,1,0
568,66350.0,4194.0,3100.0,73.9,27.5,2.35,0.5,20.7,"Census Tract 69.44, Franklin County, Ohio",39,049,006944,21.2,0,0,0,0
569,89531.0,2761.0,2730.0,98.9,0.5,2.16,11.6,27.8,"Census Tract 69.50, Franklin County, Ohio",39,049,006950,39.4,1,1,1,1
570,57163.0,7374.0,5854.0,79.4,22.9,2.6,1.7,10.3,"Census Tract 69.90, Franklin County, Ohio",39,049,006990,12.0,0,0,0,0
571,65700.0,3880.0,3099.0,79.9,18.7,2.31,14.8,6.3,"Census Tract 70.10, Franklin County, Ohio",39,049,007010,21.1,0,0,0,0
572,54402.0,6097.0,4285.0,70.3,29.6,2.74,4.8,48.8,"Census Tract 74.24, Franklin County, Ohio",39,049,007424,53.599999999999994,0,0,1,0
573,83894.0,3433.0,3261.0,95.0,1.0,2.15,36.9,8.9,"Census Tract 1.20, Franklin County, Ohio",39,049,000120,45.8,1,1,1,1
574,38454.0,3455.0,2438.0,70.6,26.8,2.36,49.3,20.7,"Census Tract 3.10, Franklin County, Ohio",39,049,000310,70.0,0,0,1,0
575,23340.0,1927.0,304.0,15.8,85.2,2.7,33.3,4.4,"Census Tract 14, Franklin County, Ohio",39,049,001400,37.699999999999996,0,0,1,0
576,108819.0,3915.0,3838.0,98.0,1.8,2.36,9.5,1.3,"Census Tract 2.20, Franklin County, Ohio",39,049,000220,10.8,1,1,0,0
577,41205.0,3791.0,3288.0,86.7,9.4,2.08,8.3,18.5,"Census Tract 6, Franklin County, Ohio",39,049,000600,26.8,0,0,1,0
578,32132.0,3209.0,2128.0,66.3,35.6,2.45,40.5,7.8,"Census Tract 7.10, Franklin County, Ohio",39,049,000710,48.3,0,0,1,0
579,15645.0,2131.0,276.0,13.0,91.8,2.87,20.8,6.0,"Census Tract 15, Franklin County, Ohio",39,049,001500,26.8,0,0,1,0
580,65576.0,8090.0,8009.0,99.0,1.4,2.68,10.0,4.1,"Census Tract 9658, Perry County, Ohio",39,127,965800,14.1,1,1,0,0
581,48580.0,3989.0,3940.0,98.8,0.2,2.55,3.9,2.3,"Census Tract 9661, Perry County, Ohio",39,127,966100,6.199999999999999,0,0,0,0
582,34395.0,6114.0,6055.0,99.0,1.0,2.58,9.9,7.0,"Census Tract 9662, Perry County, Ohio",39,127,966200,16.9,0,0,0,0
