,Median_hh_income,Total_population,Total_white_population,Percent_white_population,Percent_black_population,Average_hh_size,Percent_hh_built_1950s,Percent_hh_built_1960s,NAME,state,county,tract,suburb_house_decades,Class,Typology_Flag,Housing_Age_Flag,Combined_Flag
2154,72404.0,8127.0,6446.0,79.3,18.4,2.69,10.2,6.2,"Census Tract 951, Lorain County, Ohio",39,093,095100,16.4,0,0,0,0
2155,115259.0,9786.0,9339.0,95.4,0.3,2.81,5.0,3.9,"Census Tract 131, Lorain County, Ohio",39,093,013100,8.9,1,1,0,0
2156,84009.0,12752.0,10699.0,83.9,15.4,2.84,7.4,4.8,"Census Tract 132, Lorain County, Ohio",39,093,013200,12.2,0,0,0,0
2157,30804.0,2318.0,1618.0,69.8,27.3,2.11,15.1,26.6,"Census Tract 226.01, Lorain County, Ohio",39,093,022601,41.7,0,0,1,0
2158,39111.0,1976.0,1711.0,86.6,15.7,2.18,43.2,16.5,"Census Tract 235, Lorain County, Ohio",39,093,023500,59.7,0,0,1,0
2159,41750.0,2678.0,2086.0,77.9,19.3,2.71,18.4,0.0,"Census Tract 236, Lorain County, Ohio",39,093,023600,18.4,0,0,0,0
2160,37229.0,3789.0,2970.0,78.4,22.9,2.04,4.0,6.8,"Census Tract 709.02, Lorain County, Ohio",39,093,070902,10.8,0,0,0,0
2161,21714.0,3200.0,1613.0,50.4,53.0,2.64,11.0,6.7,"Census Tract 714, Lorain County, Ohio",39,093,071400,17.7,0,0,0,0
2162,65625.0,2481.0,2462.0,99.2,0.8,2.51,8.1,11.9,"Census Tract 921, Lorain County, Ohio",39,093,092100,20.0,1,1,0,0
2163,50459.0,6272.0,6171.0,98.4,2.6,2.4,9.3,6.2,"Census Tract 961, Lorain County, Ohio",39,093,096100,15.5,1,1,0,0
2164,65952.0,2810.0,2793.0,99.4,0.5,2.38,7.2,2.6,"Census Tract 971, Lorain County, Ohio",39,093,097100,9.8,1,1,0,0
2165,63454.0,5070.0,3926.0,77.4,12.9,2.43,13.1,15.5,"Census Tract 602, Lorain County, Ohio",39,093,060200,28.6,0,0,1,0
2166,46028.0,1960.0,1812.0,92.4,6.7,2.07,24.6,17.7,"Census Tract 702, Lorain County, Ohio",39,093,070200,42.3,0,0,1,0
2167,28092.0,3473.0,3077.0,88.6,17.9,2.48,22.5,7.9,"Census Tract 705, Lorain County, Ohio",39,093,070500,30.4,0,0,1,0
2168,79481.0,4012.0,3887.0,96.9,0.0,2.63,13.1,10.9,"Census Tract 102, Lorain County, Ohio",39,093,010200,24.0,1,1,1,1
2169,66875.0,3255.0,3171.0,97.4,4.0,2.55,30.4,23.4,"Census Tract 211, Lorain County, Ohio",39,093,021100,53.8,1,1,1,1
2170,26089.0,4253.0,2982.0,70.1,32.6,2.46,8.7,15.8,"Census Tract 224, Lorain County, Ohio",39,093,022400,24.5,0,0,1,0
2171,39712.0,2187.0,1875.0,85.7,9.0,2.17,19.9,38.1,"Census Tract 234, Lorain County, Ohio",39,093,023400,58.0,0,0,1,0
2172,40278.0,3196.0,2830.0,88.5,12.3,1.96,13.1,17.8,"Census Tract 703, Lorain County, Ohio",39,093,070300,30.9,0,0,1,0
2173,48750.0,2347.0,2202.0,93.8,9.3,2.53,18.7,9.9,"Census Tract 707, Lorain County, Ohio",39,093,070700,28.6,0,0,1,0
2174,76554.0,3565.0,3431.0,96.2,3.8,2.41,25.2,11.3,"Census Tract 771, Lorain County, Ohio",39,093,077100,36.5,1,1,1,1
2175,82185.0,6795.0,6285.0,92.5,3.3,2.64,3.8,3.1,"Census Tract 805, Lorain County, Ohio",39,093,080500,6.9,1,1,0,0
2176,67841.0,3683.0,3571.0,97.0,0.1,2.87,20.1,12.2,"Census Tract 901, Lorain County, Ohio",39,093,090100,32.3,1,1,1,1
2177,72241.0,3855.0,3463.0,89.8,10.6,2.67,40.8,4.4,"Census Tract 912, Lorain County, Ohio",39,093,091200,45.199999999999996,0,0,1,0
2178,65268.0,2246.0,2177.0,96.9,0.2,2.46,7.5,8.1,"Census Tract 801.01, Lorain County, Ohio",39,093,080101,15.6,1,1,0,0
2179,34814.0,5893.0,4502.0,76.4,20.9,2.66,30.0,28.8,"Census Tract 237, Lorain County, Ohio",39,093,023700,58.8,0,0,1,0
2180,56321.0,3562.0,3536.0,99.3,1.0,2.38,18.0,12.1,"Census Tract 571, Lorain County, Ohio",39,093,057100,30.1,1,1,1,1
2181,36042.0,2696.0,2261.0,83.9,12.9,2.42,10.9,10.6,"Census Tract 222, Lorain County, Ohio",39,093,022200,21.5,0,0,0,0
2182,35067.0,5227.0,4129.0,79.0,20.3,2.56,43.8,20.7,"Census Tract 230, Lorain County, Ohio",39,093,023000,64.5,0,0,1,0
2183,31985.0,2330.0,1439.0,61.8,27.0,3.06,19.8,4.0,"Census Tract 233, Lorain County, Ohio",39,093,023300,23.8,0,0,1,0
2184,32031.0,1685.0,1320.0,78.3,21.6,2.96,25.1,11.0,"Census Tract 239, Lorain County, Ohio",39,093,023900,36.1,0,0,1,0
2185,63438.0,3390.0,3138.0,92.6,9.0,2.29,32.7,39.5,"Census Tract 701.01, Lorain County, Ohio",39,093,070101,72.2,1,1,1,1
2186,50072.0,3292.0,2720.0,82.6,17.4,2.37,24.6,9.3,"Census Tract 63, Lucas County, Ohio",39,095,006300,33.900000000000006,0,0,1,0
2187,49516.0,4552.0,3433.0,75.4,18.7,2.66,21.2,1.3,"Census Tract 2, Lucas County, Ohio",39,095,000200,22.5,0,0,0,0
2188,26074.0,2329.0,767.0,32.9,72.2,2.53,25.5,3.6,"Census Tract 11, Lucas County, Ohio",39,095,001100,29.1,0,0,1,0
2189,93750.0,2927.0,2689.0,91.9,4.9,2.53,19.2,4.4,"Census Tract 13.01, Lucas County, Ohio",39,095,001301,23.6,0,0,1,0
2190,28147.0,2641.0,1125.0,42.6,60.2,2.96,7.1,6.2,"Census Tract 18, Lucas County, Ohio",39,095,001800,13.3,0,0,0,0
2191,27089.0,1519.0,1334.0,87.8,7.9,2.53,3.0,1.7,"Census Tract 20, Lucas County, Ohio",39,095,002000,4.7,0,0,0,0
2192,46042.0,4940.0,4336.0,87.8,16.6,2.17,33.7,17.2,"Census Tract 57.02, Lucas County, Ohio",39,095,005702,50.900000000000006,0,0,1,0
2193,57432.0,2648.0,2517.0,95.1,8.5,2.72,22.8,49.0,"Census Tract 59.01, Lucas County, Ohio",39,095,005901,71.8,1,1,1,1
2194,58092.0,2477.0,2088.0,84.3,4.8,2.44,55.8,17.9,"Census Tract 60, Lucas County, Ohio",39,095,006000,73.69999999999999,0,0,1,0
2195,45495.0,3395.0,2894.0,85.2,9.9,1.91,51.6,17.0,"Census Tract 77, Lucas County, Ohio",39,095,007700,68.6,0,0,1,0
2196,39520.0,3449.0,3157.0,91.5,5.4,1.89,40.8,13.3,"Census Tract 78, Lucas County, Ohio",39,095,007800,54.099999999999994,0,0,1,0
2197,23953.0,2164.0,779.0,36.0,63.5,2.51,10.0,3.0,"Census Tract 9, Lucas County, Ohio",39,095,000900,13.0,0,0,0,0
2198,103750.0,4053.0,2909.0,71.8,4.8,2.54,3.1,8.0,"Census Tract 235.01, Hamilton County, Ohio",39,061,023501,11.1,0,0,0,0
2199,54943.0,4001.0,3857.0,96.4,2.6,2.21,62.8,10.0,"Census Tract 236, Hamilton County, Ohio",39,061,023600,72.8,1,1,1,1
2200,116520.0,4837.0,4387.0,90.7,1.7,2.51,15.2,19.0,"Census Tract 239.02, Hamilton County, Ohio",39,061,023902,34.2,0,0,1,0
2201,60639.0,5369.0,4369.0,81.4,15.0,2.26,17.3,30.6,"Census Tract 240.01, Hamilton County, Ohio",39,061,024001,47.900000000000006,0,0,1,0
2202,57500.0,1075.0,1071.0,99.6,0.0,2.43,24.3,4.2,"Census Tract 249.01, Hamilton County, Ohio",39,061,024901,28.5,1,1,1,1
2203,123356.0,7852.0,7504.0,95.6,1.4,2.81,6.5,18.1,"Census Tract 249.02, Hamilton County, Ohio",39,061,024902,24.6,1,1,1,1
2204,79181.0,7736.0,7342.0,94.9,3.1,2.79,7.1,25.2,"Census Tract 251.02, Hamilton County, Ohio",39,061,025102,32.3,1,1,1,1
2205,64904.0,6826.0,4826.0,70.7,30.5,2.48,23.9,16.8,"Census Tract 208.11, Hamilton County, Ohio",39,061,020811,40.7,0,0,1,0
2206,51155.0,3158.0,2968.0,94.0,6.7,2.29,25.4,19.2,"Census Tract 210.01, Hamilton County, Ohio",39,061,021001,44.599999999999994,1,1,1,1
2207,78301.0,5224.0,4997.0,95.7,5.3,2.66,40.3,21.8,"Census Tract 212.02, Hamilton County, Ohio",39,061,021202,62.099999999999994,1,1,1,1
2208,59619.0,5825.0,1794.0,30.8,65.6,2.66,38.1,32.3,"Census Tract 215.04, Hamilton County, Ohio",39,061,021504,70.4,0,0,1,0
2209,62486.0,5401.0,3074.0,56.9,40.9,2.58,5.9,18.8,"Census Tract 215.08, Hamilton County, Ohio",39,061,021508,24.700000000000003,0,0,1,0
2210,50747.0,6494.0,1850.0,28.5,67.3,2.6,1.6,12.9,"Census Tract 215.72, Hamilton County, Ohio",39,061,021572,14.5,0,0,0,0
2211,101359.0,2158.0,1877.0,87.0,9.6,2.24,6.6,14.4,"Census Tract 224, Hamilton County, Ohio",39,061,022400,21.0,0,0,0,0
2212,84448.0,2800.0,2595.0,92.7,3.6,2.2,27.7,31.2,"Census Tract 240.02, Hamilton County, Ohio",39,061,024002,58.9,1,1,1,1
2213,71316.0,7058.0,6828.0,96.7,0.8,2.39,10.0,13.9,"Census Tract 251.03, Hamilton County, Ohio",39,061,025103,23.9,1,1,1,1
2214,166250.0,1862.0,1751.0,94.0,1.1,2.84,8.6,7.2,"Census Tract 251.04, Hamilton County, Ohio",39,061,025104,15.8,1,1,0,0
2215,44500.0,3523.0,3142.0,89.2,9.2,2.52,7.0,5.9,"Census Tract 256, Hamilton County, Ohio",39,061,025600,12.9,0,0,0,0
2216,21750.0,4958.0,3793.0,76.5,16.6,2.45,6.8,2.7,"Census Tract 30, Hamilton County, Ohio",39,061,003000,9.5,0,0,0,0
2217,66556.0,3019.0,2891.0,95.8,6.6,2.11,36.7,11.3,"Census Tract 46.03, Hamilton County, Ohio",39,061,004603,48.0,1,1,1,1
2218,95488.0,3196.0,3108.0,97.2,2.3,2.08,12.7,4.0,"Census Tract 47.01, Hamilton County, Ohio",39,061,004701,16.7,1,1,0,0
2219,69000.0,5049.0,4329.0,85.7,8.9,1.89,6.8,10.2,"Census Tract 50, Hamilton County, Ohio",39,061,005000,17.0,0,0,0,0
2220,48750.0,1716.0,1380.0,80.4,17.8,2.0,1.7,4.0,"Census Tract 74, Hamilton County, Ohio",39,061,007400,5.7,0,0,0,0
2221,47647.0,2121.0,1566.0,73.8,23.9,2.03,9.8,23.4,"Census Tract 75, Hamilton County, Ohio",39,061,007500,33.2,0,0,1,0
2222,30526.0,2752.0,620.0,22.5,79.4,2.25,24.6,23.4,"Census Tract 81, Hamilton County, Ohio",39,061,008100,48.0,0,0,1,0
2223,42595.0,4095.0,1312.0,32.0,62.9,2.21,23.6,8.8,"Census Tract 82.01, Hamilton County, Ohio",39,061,008201,32.400000000000006,0,0,1,0
2224,26447.0,2614.0,1823.0,69.7,33.2,2.55,17.3,4.0,"Census Tract 93, Hamilton County, Ohio",39,061,009300,21.3,0,0,0,0
2225,51124.0,4177.0,3255.0,77.9,23.0,2.23,32.8,11.6,"Census Tract 99.01, Hamilton County, Ohio",39,061,009901,44.4,0,0,1,0
2226,18883.0,1055.0,45.0,4.3,96.2,2.01,31.6,49.5,"Census Tract 2, Hamilton County, Ohio",39,061,000200,81.1,0,0,1,0
2227,32841.0,1744.0,1190.0,68.2,32.0,1.93,1.4,0.9,"Census Tract 9, Hamilton County, Ohio",39,061,000900,2.3,0,0,0,0
2228,31544.0,865.0,341.0,39.4,58.8,1.8,2.0,3.6,"Census Tract 11, Hamilton County, Ohio",39,061,001100,5.6,0,0,0,0
2229,10559.0,1275.0,112.0,8.8,91.0,1.81,3.6,12.6,"Census Tract 36, Hamilton County, Ohio",39,061,003600,16.2,0,0,0,0
2230,33083.0,1697.0,871.0,51.3,48.6,2.16,33.9,7.2,"Census Tract 79, Hamilton County, Ohio",39,061,007900,41.1,0,0,1,0
2231,27188.0,1426.0,1018.0,71.4,29.5,2.41,12.4,10.6,"Census Tract 103, Hamilton County, Ohio",39,061,010300,23.0,0,0,1,0
2232,46607.0,819.0,351.0,42.9,49.7,1.85,8.6,23.7,"Census Tract 108, Hamilton County, Ohio",39,061,010800,32.3,0,0,1,0
2233,51509.0,5592.0,5566.0,99.5,0.4,2.68,9.4,6.1,"Census Tract 30.01, Richland County, Ohio",39,139,003001,15.5,1,1,0,0
2234,30714.0,2980.0,1996.0,67.0,35.1,2.75,11.1,18.3,"Census Tract 6, Richland County, Ohio",39,139,000600,29.4,0,0,1,0
2235,37181.0,4278.0,4220.0,98.6,3.1,2.33,21.6,23.8,"Census Tract 9, Richland County, Ohio",39,139,000900,45.400000000000006,0,0,1,0
2236,49556.0,3490.0,3173.0,90.9,12.4,2.48,17.6,14.1,"Census Tract 13, Richland County, Ohio",39,139,001300,31.700000000000003,0,0,1,0
2237,53475.0,6346.0,5698.0,89.8,10.9,2.24,13.6,22.0,"Census Tract 7122.01, Stark County, Ohio",39,151,712201,35.6,0,0,1,0
2238,61111.0,3745.0,3333.0,89.0,10.3,2.42,14.0,3.4,"Census Tract 7144, Stark County, Ohio",39,151,714400,17.4,0,0,0,0
2239,33685.0,2973.0,2150.0,72.3,26.4,2.07,5.5,5.0,"Census Tract 7006, Stark County, Ohio",39,151,700600,10.5,0,0,0,0
2240,37091.0,3109.0,2796.0,89.9,17.8,1.86,24.7,9.8,"Census Tract 7012, Stark County, Ohio",39,151,701200,34.5,0,0,1,0
2241,12969.0,1081.0,804.0,74.4,23.5,2.13,12.1,3.7,"Census Tract 7104, Stark County, Ohio",39,151,710400,15.8,0,0,0,0
2242,105040.0,6880.0,6629.0,96.4,3.7,2.67,4.9,7.2,"Census Tract 7113.12, Stark County, Ohio",39,151,711312,12.100000000000001,1,1,0,0
2243,42735.0,5618.0,5106.0,90.9,11.6,2.08,34.7,17.1,"Census Tract 7117, Stark County, Ohio",39,151,711700,51.800000000000004,0,0,1,0
2244,40450.0,4913.0,4027.0,82.0,21.5,2.34,25.0,16.2,"Census Tract 7004, Stark County, Ohio",39,151,700400,41.2,0,0,1,0
2245,31272.0,3240.0,2919.0,90.1,8.6,2.24,21.4,6.5,"Census Tract 7025, Stark County, Ohio",39,151,702500,27.9,0,0,1,0
2246,29849.0,4562.0,4046.0,88.7,14.4,2.72,16.4,8.7,"Census Tract 7102, Stark County, Ohio",39,151,710200,25.099999999999998,0,0,1,0
2247,37039.0,3402.0,3150.0,92.6,13.0,2.4,28.4,7.5,"Census Tract 7103, Stark County, Ohio",39,151,710300,35.9,0,0,1,0
2248,53207.0,6402.0,6008.0,93.8,10.2,2.33,38.2,17.1,"Census Tract 7116, Stark County, Ohio",39,151,711600,55.300000000000004,1,1,1,1
2249,10675.0,1163.0,766.0,65.9,39.6,1.26,9.5,4.1,"Census Tract 7001, Stark County, Ohio",39,151,700100,13.6,0,0,0,0
2250,32259.0,3803.0,2784.0,73.2,24.6,2.17,18.0,4.2,"Census Tract 7008, Stark County, Ohio",39,151,700800,22.2,0,0,0,0
2251,30329.0,3387.0,2333.0,68.9,41.2,2.55,7.3,2.7,"Census Tract 7010, Stark County, Ohio",39,151,701000,10.0,0,0,0,0
2252,29893.0,4131.0,3480.0,84.2,20.7,2.56,15.2,4.8,"Census Tract 7013, Stark County, Ohio",39,151,701300,20.0,0,0,0,0
2253,60820.0,4912.0,4638.0,94.4,3.0,2.31,21.3,28.3,"Census Tract 7118, Stark County, Ohio",39,151,711800,49.6,1,1,1,1
2254,56206.0,4002.0,3892.0,97.3,4.0,2.23,26.0,22.7,"Census Tract 7120, Stark County, Ohio",39,151,712000,48.7,1,1,1,1
2255,49268.0,6170.0,5699.0,92.4,7.2,2.39,24.8,22.4,"Census Tract 7123, Stark County, Ohio",39,151,712300,47.2,0,0,1,0
2256,52589.0,7199.0,6127.0,85.1,15.4,2.42,8.6,14.8,"Census Tract 7124, Stark County, Ohio",39,151,712400,23.4,0,0,1,0
2257,50222.0,3924.0,3878.0,98.8,1.6,2.31,14.8,9.9,"Census Tract 7129, Stark County, Ohio",39,151,712900,24.700000000000003,0,0,1,0
2258,13963.0,3468.0,1591.0,45.9,58.7,2.43,14.7,17.2,"Census Tract 7023, Stark County, Ohio",39,151,702300,31.9,0,0,1,0
2259,19615.0,2160.0,1041.0,48.2,54.7,2.37,3.1,3.6,"Census Tract 7018, Stark County, Ohio",39,151,701800,6.7,0,0,0,0
2260,29396.0,4506.0,3811.0,84.6,20.9,2.45,20.0,2.1,"Census Tract 7105, Stark County, Ohio",39,151,710500,22.1,0,0,0,0
2261,61921.0,5732.0,5247.0,91.5,6.9,2.39,13.8,19.1,"Census Tract 7122.02, Stark County, Ohio",39,151,712202,32.900000000000006,0,0,1,0
2262,60656.0,5180.0,5163.0,99.7,0.2,2.61,12.0,21.4,"Census Tract 7127, Stark County, Ohio",39,151,712700,33.4,1,1,1,1
2263,57723.0,4646.0,4629.0,99.6,2.2,2.52,13.8,17.4,"Census Tract 7128, Stark County, Ohio",39,151,712800,31.2,1,1,1,1
2264,62875.0,1971.0,1961.0,99.5,0.6,2.4,19.2,19.0,"Census Tract 7132.02, Stark County, Ohio",39,151,713202,38.2,1,1,1,1
2265,50125.0,4286.0,4080.0,95.2,5.7,2.27,21.3,14.8,"Census Tract 7134.02, Stark County, Ohio",39,151,713402,36.1,0,0,1,0
2266,53767.0,4598.0,3946.0,85.8,11.4,2.9,12.7,8.1,"Census Tract 95.20, Franklin County, Ohio",39,049,009520,20.799999999999997,0,0,0,0
2267,50956.0,4686.0,3965.0,84.6,14.6,2.5,19.8,18.2,"Census Tract 96, Franklin County, Ohio",39,049,009600,38.0,0,0,1,0
2268,53897.0,2806.0,2660.0,94.8,6.3,2.51,38.4,29.2,"Census Tract 97.12, Franklin County, Ohio",39,049,009712,67.6,1,1,1,1
2269,49109.0,5994.0,4112.0,68.6,32.9,2.77,7.3,36.7,"Census Tract 94.20, Franklin County, Ohio",39,049,009420,44.0,0,0,1,0
2270,53113.0,8541.0,5061.0,59.3,38.5,2.78,7.9,8.0,"Census Tract 94.30, Franklin County, Ohio",39,049,009430,15.9,0,0,0,0
2271,55757.0,4379.0,3426.0,78.2,17.9,2.57,14.3,9.6,"Census Tract 94.40, Franklin County, Ohio",39,049,009440,23.9,0,0,1,0
2272,33588.0,4764.0,2840.0,59.6,45.3,2.46,45.2,26.1,"Census Tract 92.30, Franklin County, Ohio",39,049,009230,71.30000000000001,0,0,1,0
2273,22879.0,3860.0,1126.0,29.2,65.1,1.89,3.6,12.6,"Census Tract 93.25, Franklin County, Ohio",39,049,009325,16.2,0,0,0,0
2274,30523.0,4475.0,570.0,12.7,83.0,2.56,5.8,29.8,"Census Tract 93.37, Franklin County, Ohio",39,049,009337,35.6,0,0,1,0
2275,50250.0,2572.0,1824.0,70.9,26.7,2.35,31.0,39.2,"Census Tract 93.84, Franklin County, Ohio",39,049,009384,70.2,0,0,1,0
2276,50202.0,3303.0,2083.0,63.1,36.9,3.01,6.0,36.2,"Census Tract 94.10, Franklin County, Ohio",39,049,009410,42.2,0,0,1,0
2277,72042.0,10176.0,8143.0,80.0,20.3,2.9,4.3,1.8,"Census Tract 94.50, Franklin County, Ohio",39,049,009450,6.1,0,0,0,0
2278,53537.0,4449.0,3405.0,76.5,2.9,2.12,4.4,5.6,"Census Tract 5, Franklin County, Ohio",39,049,000500,10.0,0,0,0,0
2279,21731.0,2205.0,877.0,39.8,64.6,2.36,39.0,10.2,"Census Tract 7.20, Franklin County, Ohio",39,049,000720,49.2,0,0,1,0
2280,47857.0,5922.0,5344.0,90.2,7.9,2.96,12.7,15.5,"Census Tract 10, Franklin County, Ohio",39,049,001000,28.2,0,0,1,0
2281,24481.0,4025.0,3537.0,87.9,5.7,3.01,10.0,15.0,"Census Tract 12, Franklin County, Ohio",39,049,001200,25.0,0,0,1,0
2282,20932.0,5892.0,5206.0,88.4,7.8,3.05,5.5,21.0,"Census Tract 13, Franklin County, Ohio",39,049,001300,26.5,0,0,1,0
2283,38182.0,3015.0,1019.0,33.8,72.0,2.22,20.2,15.1,"Census Tract 25.20, Franklin County, Ohio",39,049,002520,35.3,0,0,1,0
2284,60984.0,2355.0,1398.0,59.4,37.8,1.87,53.9,12.6,"Census Tract 27.80, Franklin County, Ohio",39,049,002780,66.5,0,0,1,0
2285,69227.0,2786.0,2604.0,93.5,6.6,1.67,7.4,21.1,"Census Tract 32, Franklin County, Ohio",39,049,003200,28.5,1,1,1,1
2286,48311.0,2184.0,1289.0,59.0,40.4,2.09,8.8,6.6,"Census Tract 38, Franklin County, Ohio",39,049,003800,15.4,0,0,0,0
2287,57270.0,1885.0,766.0,40.6,60.2,2.25,5.2,15.3,"Census Tract 1527.03, Cuyahoga County, Ohio",39,035,152703,20.5,0,0,0,0
2288,65699.0,4357.0,4096.0,94.0,2.7,1.95,3.0,17.1,"Census Tract 1731.04, Cuyahoga County, Ohio",39,035,173104,20.1,1,1,0,0
2289,46964.0,4765.0,3102.0,65.1,35.5,2.5,39.9,7.1,"Census Tract 1546.01, Cuyahoga County, Ohio",39,035,154601,47.0,0,0,1,0
2290,14317.0,1802.0,10.0,0.6,99.9,1.85,9.1,3.4,"Census Tract 1165, Cuyahoga County, Ohio",39,035,116500,12.5,0,0,0,0
2291,25293.0,2095.0,107.0,5.1,97.9,2.31,1.5,2.1,"Census Tract 1166, Cuyahoga County, Ohio",39,035,116600,3.6,0,0,0,0
2292,24384.0,2420.0,294.0,12.1,88.3,2.26,5.4,9.9,"Census Tract 1173, Cuyahoga County, Ohio",39,035,117300,15.3,0,0,0,0
2293,32176.0,5042.0,2669.0,52.9,50.0,2.07,27.5,7.9,"Census Tract 1177, Cuyahoga County, Ohio",39,035,117700,35.4,0,0,1,0
2294,37786.0,4024.0,86.0,2.1,97.0,2.27,30.9,5.9,"Census Tract 1217, Cuyahoga County, Ohio",39,035,121700,36.8,0,0,1,0
2295,42045.0,1645.0,45.0,2.7,98.8,2.18,50.2,11.4,"Census Tract 1218, Cuyahoga County, Ohio",39,035,121800,61.6,0,0,1,0
2296,60139.0,3348.0,2734.0,81.7,8.5,2.26,21.1,5.3,"Census Tract 46.10, Franklin County, Ohio",39,049,004610,26.400000000000002,0,0,1,0
2297,20160.0,4192.0,3184.0,76.0,26.1,2.48,9.8,6.8,"Census Tract 50, Franklin County, Ohio",39,049,005000,16.6,0,0,0,0
2298,59500.0,1966.0,1896.0,96.4,6.8,2.13,13.0,4.9,"Census Tract 58.20, Franklin County, Ohio",39,049,005820,17.9,1,1,0,0
2299,31111.0,2620.0,807.0,30.8,73.6,2.79,22.7,10.9,"Census Tract 59, Franklin County, Ohio",39,049,005900,33.6,0,0,1,0
2300,24625.0,2584.0,1736.0,67.2,22.4,2.75,9.1,4.0,"Census Tract 61, Franklin County, Ohio",39,049,006100,13.1,0,0,0,0
2301,132989.0,4489.0,4111.0,91.6,2.6,2.6,2.1,0.6,"Census Tract 63.92, Franklin County, Ohio",39,049,006392,2.7,0,0,0,0
2302,110536.0,3552.0,3472.0,97.7,1.0,2.64,2.0,62.9,"Census Tract 67.21, Franklin County, Ohio",39,049,006721,64.9,1,1,1,1
2303,56159.0,6875.0,3070.0,44.7,43.4,2.92,4.1,43.8,"Census Tract 69.32, Franklin County, Ohio",39,049,006932,47.9,0,0,1,0
2304,66150.0,3222.0,3005.0,93.3,6.3,2.44,20.8,32.4,"Census Tract 74.26, Franklin County, Ohio",39,049,007426,53.2,1,1,1,1
2305,95846.0,9824.0,8106.0,82.5,7.3,2.95,13.2,2.6,"Census Tract 79.21, Franklin County, Ohio",39,049,007921,15.799999999999999,0,0,0,0
2306,47057.0,7537.0,6186.0,82.1,15.7,2.8,2.1,5.9,"Census Tract 81.32, Franklin County, Ohio",39,049,008132,8.0,0,0,0,0
2307,47167.0,3178.0,2152.0,67.7,28.2,2.5,35.4,35.0,"Census Tract 77.30, Franklin County, Ohio",39,049,007730,70.4,0,0,1,0
2308,35114.0,1677.0,1378.0,82.2,17.4,2.0,38.5,17.1,"Census Tract 77.40, Franklin County, Ohio",39,049,007740,55.6,0,0,1,0
2309,36196.0,4913.0,3471.0,70.6,28.3,2.78,27.8,33.4,"Census Tract 83.11, Franklin County, Ohio",39,049,008311,61.2,0,0,1,0
2310,35748.0,3856.0,3493.0,90.6,11.6,2.3,10.3,9.1,"Census Tract 6009.01, Portage County, Ohio",39,133,600901,19.4,0,0,0,0
2311,51280.0,4627.0,3916.0,84.6,1.0,2.59,9.2,13.8,"Census Tract 301, Putnam County, Ohio",39,137,030100,23.0,0,0,1,0
2312,60088.0,7784.0,7253.0,93.2,0.9,2.44,8.0,11.3,"Census Tract 303, Putnam County, Ohio",39,137,030300,19.3,1,1,0,0
2313,67167.0,4699.0,4649.0,98.9,0.2,2.53,6.6,9.6,"Census Tract 307, Putnam County, Ohio",39,137,030700,16.2,1,1,0,0
2314,62892.0,3446.0,3395.0,98.5,1.9,2.65,10.0,7.0,"Census Tract 304, Putnam County, Ohio",39,137,030400,17.0,1,1,0,0
2315,61086.0,3715.0,3668.0,98.7,0.6,2.66,7.6,10.3,"Census Tract 305, Putnam County, Ohio",39,137,030500,17.9,1,1,0,0
2316,71758.0,3991.0,3934.0,98.6,0.4,2.54,11.3,9.8,"Census Tract 306, Putnam County, Ohio",39,137,030600,21.1,1,1,0,0
2317,59635.0,5775.0,5737.0,99.3,0.6,2.66,8.8,8.4,"Census Tract 302, Putnam County, Ohio",39,137,030200,17.200000000000003,1,1,0,0
2318,53882.0,3640.0,3640.0,100.0,0.0,2.68,10.8,8.4,"Census Tract 112, Belmont County, Ohio",39,013,011200,19.200000000000003,1,1,0,0
2319,22104.0,1462.0,1430.0,97.8,2.2,2.37,12.2,8.2,"Census Tract 116, Belmont County, Ohio",39,013,011600,20.4,0,0,0,0
2320,42694.0,6804.0,6696.0,98.4,1.5,2.52,5.6,5.8,"Census Tract 109, Belmont County, Ohio",39,013,010900,11.399999999999999,0,0,0,0
2321,52226.0,3808.0,3787.0,99.4,0.8,2.31,21.2,10.0,"Census Tract 113, Belmont County, Ohio",39,013,011300,31.2,1,1,1,1
2322,45644.0,3154.0,2738.0,86.8,14.6,2.42,17.2,10.2,"Census Tract 119, Belmont County, Ohio",39,013,011900,27.4,0,0,1,0
2323,33263.0,2549.0,2434.0,95.5,7.9,2.63,18.5,24.5,"Census Tract 120, Belmont County, Ohio",39,013,012000,43.0,0,0,1,0
2324,65667.0,4126.0,4027.0,97.6,0.1,2.3,14.0,8.8,"Census Tract 123, Belmont County, Ohio",39,013,012300,22.8,1,1,1,1
2325,58200.0,4541.0,4115.0,90.6,10.0,2.38,7.8,13.6,"Census Tract 124, Belmont County, Ohio",39,013,012400,21.4,0,0,0,0
2326,56162.0,4403.0,4403.0,100.0,0.0,2.5,10.1,12.7,"Census Tract 114, Belmont County, Ohio",39,013,011400,22.799999999999997,1,1,1,1
2327,62321.0,6059.0,4763.0,78.6,20.1,2.68,7.1,4.0,"Census Tract 122, Belmont County, Ohio",39,013,012200,11.1,0,0,0,0
2328,41607.0,4951.0,4811.0,97.2,0.7,2.34,9.1,11.6,"Census Tract 110, Belmont County, Ohio",39,013,011000,20.7,0,0,0,0
2329,26750.0,1219.0,976.0,80.1,22.2,2.2,16.2,6.0,"Census Tract 117, Belmont County, Ohio",39,013,011700,22.2,0,0,0,0
